datetime,demand,renewable,solar,wind,price,hour,month,day_of_week,regime
2022-01-02 04:00:00,0.33301151049705136,0.321646232816971,0.12316210562426431,0.45396898427877547,0.385089252520115,4,1,6,low_demand
2022-01-02 05:00:00,0.32826441151473784,0.3546632160914544,0.0,0.591105360152424,0.3953298925642713,5,1,6,low_demand
2022-01-02 06:00:00,0.5795515973521523,0.3722839228044562,0.0,0.6204732046740937,0.4079980686951252,6,1,6,normal
2022-01-02 07:00:00,0.5693428546900136,0.2931480339311892,0.15648185683658344,0.38425881866092637,0.4684121306855114,7,1,6,normal
2022-01-02 08:00:00,0.5449825682543821,0.22488271796991052,0.06554418499143495,0.33110840662222757,0.5084546174765192,8,1,6,normal
2022-01-02 09:00:00,0.4868848143136948,0.29889022630302675,0.15197420180012716,0.3968342426382932,0.5312720595168163,9,1,6,normal
2022-01-02 10:00:00,0.5708373353831881,0.3998897910968117,0.1410250534007366,0.5724662828941951,0.40390851454085275,10,1,6,normal
2022-01-02 11:00:00,0.6213729967302064,0.2957064224924441,0.24061079352857404,0.33243684180169086,0.5312062645439852,11,1,6,normal
2022-01-02 12:00:00,0.6229941397124211,0.31098513840247605,0.22052707898335536,0.3712905113485565,0.4521786976812539,12,1,6,normal
2022-01-02 13:00:00,0.6360970782808448,0.38897870359919196,0.19010288947611192,0.5215625796812453,0.5186773385355137,13,1,6,normal
2022-01-02 14:00:00,0.5759987639210754,0.38374037317256454,0.16874081406907057,0.5270734125748938,0.43715969910744995,14,1,6,normal
2022-01-02 15:00:00,0.7032887255572378,0.2885617458806132,0.1519862263139575,0.37961209225838366,0.5979035194461263,15,1,6,peak_demand
2022-01-02 16:00:00,0.5612659164886339,0.42120906955593285,0.13007219788436752,0.6153003173369764,0.41323612145995153,16,1,6,normal
2022-01-02 17:00:00,0.6231688064622161,0.376278942931441,0.06759812189290948,0.5820661569571287,0.593540369484373,17,1,6,normal
2022-01-02 18:00:00,0.5627305941998564,0.2466291342224686,0.0,0.4110485570374477,0.4665860425849157,18,1,6,normal
2022-01-02 19:00:00,0.5711449145292947,0.3233405720307419,0.017057598740832177,0.5275292208906817,0.529929448107226,19,1,6,normal
2022-01-02 20:00:00,0.5756500945938953,0.31285572721061056,0.07267670385786584,0.4729750761124404,0.6299767874632454,20,1,6,normal
2022-01-02 21:00:00,0.6062833673882503,0.23499191530352237,0.0,0.3916531921725373,0.5567677298652277,21,1,6,normal
2022-01-02 22:00:00,0.3188268607337075,0.34133396650326997,0.035700024704604594,0.5450899277023802,0.3533717947830291,22,1,6,low_demand
2022-01-02 23:00:00,0.2876603140965798,0.2711170796639733,0.0,0.4518617994399555,0.4053149728652715,23,1,6,low_demand
2022-01-03 00:00:00,0.31070468720651023,0.3073822050128897,0.0,0.5123036750214829,0.38240355108583,0,1,0,low_demand
2022-01-03 01:00:00,0.2558071281899434,0.30247812438035876,0.007686255297276396,0.49900603710241365,0.2800116118893329,1,1,0,low_demand
2022-01-03 02:00:00,0.3178893680174142,0.37086750181221817,0.02803922631841172,0.5994196854747558,0.4003745360667868,2,1,0,low_demand
2022-01-03 03:00:00,0.2311165316021455,0.3241681156695237,0.0,0.5402801927825395,0.3439971286458261,3,1,0,low_demand
2022-01-03 04:00:00,0.32575238431530246,0.4030129102919889,0.19263657453273605,0.5432638007981575,0.3987506010790845,4,1,0,low_demand
2022-01-03 05:00:00,0.34770008817466014,0.28409914105209233,0.0325695625652899,0.4517855267099607,0.42656876279636574,5,1,0,low_demand
2022-01-03 06:00:00,0.5613587392731215,0.2589944512785441,0.0,0.43165741879757347,0.5070747412223137,6,1,0,normal
2022-01-03 07:00:00,0.7157329283336755,0.3272694586430239,0.0,0.5454490977383732,0.4790498330144479,7,1,0,peak_demand
2022-01-03 08:00:00,0.5764034067105284,0.3458460486181057,0.14516549754561323,0.479633082666434,0.43056064987336723,8,1,0,normal
2022-01-03 09:00:00,0.5642348145370016,0.30269469309040664,0.1622744677151019,0.39630817667394314,0.5021319288204776,9,1,0,normal
2022-01-03 10:00:00,0.7022785919951906,0.4576045430097307,0.12454811183072953,0.6796421637957315,0.5455538842105765,10,1,0,peak_demand
2022-01-03 11:00:00,0.5987428706671196,0.3106750943070665,0.184576371552924,0.3947409094764949,0.548790573781251,11,1,0,normal
2022-01-03 12:00:00,0.6603739630783649,0.374398659963449,0.1756991133211449,0.5068650243916517,0.5611551432586539,12,1,0,normal
2022-01-03 13:00:00,0.6399851796472111,0.305871325716759,0.1585285940224052,0.40409981351299495,0.49556473047989236,13,1,0,normal
2022-01-03 14:00:00,0.7882727120140548,0.26326407326310375,0.17737721475906817,0.32052197893246076,0.6610502313808351,14,1,0,peak_demand
2022-01-03 15:00:00,0.8061078098506316,0.24565775310351506,0.17991784329592547,0.2894843596419081,0.6051448753509486,15,1,0,peak_demand
2022-01-03 16:00:00,0.7633455574593311,0.3103836919878064,0.05533449441630587,0.48041649036880674,0.6272893738047904,16,1,0,peak_demand
2022-01-03 17:00:00,0.6036534764210959,0.08139157204642804,0.043982807742994554,0.10633074824871702,0.5261898845299051,17,1,0,normal
2022-01-03 18:00:00,0.637371592430342,0.35276345445894614,0.0,0.5879390907649102,0.4413496909794556,18,1,0,normal
2022-01-03 19:00:00,0.6279977756651508,0.340349631158509,0.0065370288643045674,0.562891366021312,0.44010089092605076,19,1,0,normal
2022-01-03 20:00:00,0.708158187607748,0.1889125491251493,0.0005116530509793525,0.3145131465079293,0.6205105027794927,20,1,0,peak_demand
2022-01-03 21:00:00,0.6599529847786735,0.24803197428124152,0.0,0.4133866238020692,0.5363012202618762,21,1,0,normal
2022-01-03 22:00:00,0.30567586726256246,0.3484036224591421,0.033106533726052316,0.5586016816145353,0.28642607195219616,22,1,0,low_demand
2022-01-03 23:00:00,0.4066516687328134,0.2269651296906324,0.0,0.37827521615105403,0.46465215578344576,23,1,0,normal
2022-01-04 00:00:00,0.3140495933867517,0.21957871367267043,0.0,0.3659645227877841,0.36650113585863303,0,1,1,low_demand
2022-01-04 01:00:00,0.27053176215278946,0.26640001401669233,0.04248010485105125,0.41567995346045306,0.32070039710835435,1,1,1,low_demand
2022-01-04 02:00:00,0.34497999377166255,0.2787586404718371,0.015364976043830468,0.454354416757175,0.4203438468404607,2,1,1,low_demand
2022-01-04 03:00:00,0.25855024945389643,0.26447110374201577,0.0,0.44078517290335967,0.3804523068760167,3,1,1,low_demand
2022-01-04 04:00:00,0.29895492030179266,0.2943770623427897,0.0058663691654391,0.48671752446102345,0.3315857720062679,4,1,1,low_demand
2022-01-04 05:00:00,0.3273548690585019,0.1979974132186693,0.0,0.3299956886977822,0.45921705316300965,5,1,1,low_demand
2022-01-04 06:00:00,0.6412708174494016,0.30130143322403025,0.04067548180003193,0.4750520675066958,0.5312951708391297,6,1,1,normal
2022-01-04 07:00:00,0.6340976485647483,0.23433766909542095,0.031445737716411695,0.3695989566814271,0.5402403708353637,7,1,1,normal
2022-01-04 08:00:00,0.604849798249636,0.19698215853476886,0.1204758189690906,0.24798638491188768,0.6479496153486604,8,1,1,normal
2022-01-04 09:00:00,0.549699130925015,0.2899564493939936,0.06758514962898149,0.4382039825706684,0.5274457653424561,9,1,1,normal
2022-01-04 10:00:00,0.7312059908526077,0.2636509667292498,0.18854540467423436,0.3137213414325935,0.5416449868332374,10,1,1,peak_demand
2022-01-04 11:00:00,0.7037902279096863,0.2995523554137629,0.14139557023884702,0.40499021219704023,0.5546765382556074,11,1,1,peak_demand
2022-01-04 12:00:00,0.6587251401603744,0.2709225445812735,0.16536664331184017,0.34129314542756245,0.5198995790656065,12,1,1,normal
2022-01-04 13:00:00,0.6588889802216784,0.2651862575089836,0.18743801638904825,0.31701841825560717,0.5245414540895875,13,1,1,normal
2022-01-04 14:00:00,0.6764480847190838,0.15163957871135056,0.1687306260789022,0.1402455471329828,0.522358980027309,14,1,1,normal
2022-01-04 15:00:00,0.6640777889373781,0.23226760587659365,0.11762222268277576,0.3086978613391389,0.6361264235531885,15,1,1,normal
2022-01-04 16:00:00,0.742882981160101,0.1940623720643272,0.08272104119907356,0.2682899259744963,0.5630963107288619,16,1,1,peak_demand
2022-01-04 17:00:00,0.6490743432003805,0.19006417820076665,0.03252614360007766,0.295089534601226,0.526156370962344,17,1,1,normal
2022-01-04 18:00:00,0.6759673257120586,0.17742665727788243,0.07663694565012892,0.2446197983630514,0.6048412517776117,18,1,1,normal
2022-01-04 19:00:00,0.6845071995855556,0.16238726349632251,0.0,0.2706454391605375,0.5941670407829708,19,1,1,normal
2022-01-04 20:00:00,0.6548838049274416,0.14609998952622807,0.0,0.24349998254371347,0.6085118201681249,20,1,1,normal
2022-01-04 21:00:00,0.7225571803897521,0.2887428765377775,0.047963541304260345,0.44926243336012234,0.5362883490891404,21,1,1,peak_demand
2022-01-04 22:00:00,0.34361603183603395,0.2712140931838599,0.009167100286917588,0.4459120884484882,0.35002887369510144,22,1,1,low_demand
2022-01-04 23:00:00,0.25801390789096124,0.004579213623042627,0.0,0.007632022705071045,0.4013454387745298,23,1,1,low_demand
2022-01-05 00:00:00,0.2620433669223151,0.15144718558204676,0.007519689323810382,0.24739884975420434,0.47939606974733784,0,1,2,low_demand
2022-01-05 01:00:00,0.34752119190930253,0.07002288432633111,0.0,0.11670480721055186,0.4773496892320772,1,1,2,low_demand
2022-01-05 02:00:00,0.23398833964896792,0.2273955825603643,0.09157293829271769,0.31794401207212875,0.3253167124511394,2,1,2,low_demand
2022-01-05 03:00:00,0.21434327354545613,0.13636120758631076,0.06769361870827066,0.18213960017167083,0.4281540900955079,3,1,2,low_demand
2022-01-05 04:00:00,0.22027861706028168,0.11271621501545631,0.0,0.18786035835909387,0.378673473713741,4,1,2,low_demand
2022-01-05 05:00:00,0.27749672642603784,0.05714135061517413,0.031142496617374938,0.07447391994704025,0.414486983777402,5,1,2,low_demand
2022-01-05 06:00:00,0.6060147815855951,0.15816689314346033,0.025721941702937453,0.24646352743714228,0.499325218257866,6,1,2,normal
2022-01-05 07:00:00,0.5232942914632189,0.16600151802180496,0.11084291664100995,0.20277391894233499,0.4744223634972403,7,1,2,normal
2022-01-05 08:00:00,0.6775575987761262,0.20773778227607437,0.09650169941188784,0.28189517085219873,0.5798333887757463,8,1,2,normal
2022-01-05 09:00:00,0.7030373962440994,0.1666339863050812,0.21606162239052834,0.13368222891478312,0.6501070497782432,9,1,2,peak_demand
2022-01-05 10:00:00,0.7322687974792573,0.12436225058066969,0.2255597070876378,0.056897279576024265,0.6631282965653498,10,1,2,peak_demand
2022-01-05 11:00:00,0.7529212243424793,0.05297455505991788,0.08731668149329691,0.030079804104331864,0.5586066367652593,11,1,2,peak_demand
2022-01-05 12:00:00,0.6865296582777721,0.2632468645033133,0.21731304818428795,0.29386940871599687,0.5679955088088808,12,1,2,normal
2022-01-05 13:00:00,0.7814307772785646,0.04249943316148322,0.10624858290370805,0.0,0.6751881737460064,13,1,2,peak_demand
2022-01-05 14:00:00,0.7192032724469654,0.0621973567225263,0.15549339180631574,0.0,0.6364864272310853,14,1,2,peak_demand
2022-01-05 15:00:00,0.6347765249747573,0.16510027394236482,0.16177820770987006,0.16731498476402798,0.5208641909883014,15,1,2,normal
2022-01-05 16:00:00,0.6743066541331653,0.087419122350596,0.03775729160279733,0.12052700951579512,0.6586847063864657,16,1,2,normal
2022-01-05 17:00:00,0.6007136976832228,0.07095525620589106,0.07216140132197678,0.07015115946183392,0.5394266303667269,17,1,2,normal
2022-01-05 18:00:00,0.6446484820022721,0.03866477753087877,0.0,0.06444129588479795,0.55083091311243,18,1,2,normal
2022-01-05 19:00:00,0.7482362566458195,0.028734269855482254,0.0017631775985864307,0.04671499802674614,0.6761968429029761,19,1,2,peak_demand
2022-01-05 20:00:00,0.6443835975154586,0.105145152165301,0.0,0.17524192027550167,0.6285236386105042,20,1,2,normal
2022-01-05 21:00:00,0.6234749426194737,0.05023089853389725,0.0,0.08371816422316208,0.4815721435127883,21,1,2,normal
2022-01-05 22:00:00,0.22424044689007244,0.1913668114646306,0.06834371337222622,0.2733822101929002,0.3422583780278281,22,1,2,low_demand
2022-01-05 23:00:00,0.32882784815278837,0.2550467524434968,0.015562507727176806,0.4147029155877101,0.4438786439150739,23,1,2,low_demand
2022-01-06 00:00:00,0.29360412042596173,0.0,0.0,0.0,0.456975242006342,0,1,3,low_demand
2022-01-06 01:00:00,0.2621824627357849,0.023297650157453786,0.0,0.038829416929089644,0.3700245361399365,1,1,3,low_demand
2022-01-06 02:00:00,0.38435708175362826,0.07849473751297653,0.044081987847472526,0.10143657062331253,0.5426273265674225,2,1,3,normal
2022-01-06 03:00:00,0.30386841538238096,0.1521419794489903,0.0,0.2535699657483172,0.4332371160407263,3,1,3,low_demand
2022-01-06 04:00:00,0.2481376922836772,0.007798449135172921,0.0,0.012997415225288203,0.35258932485306993,4,1,3,low_demand
2022-01-06 05:00:00,0.3463088773765821,0.03818833280940262,0.09547083202350654,0.0,0.48984640067999885,5,1,3,low_demand
2022-01-06 06:00:00,0.5674678715439088,0.024456364545667835,0.0,0.04076060757611306,0.5331974879242632,6,1,3,normal
2022-01-06 07:00:00,0.6024260813972414,0.07847595286239553,0.005411569725532611,0.12718554162030415,0.5751583493674453,7,1,3,normal
2022-01-06 08:00:00,0.5880525976566796,0.043865178342224406,0.045339784595165016,0.04288210750693067,0.6186363066169603,8,1,3,normal
2022-01-06 09:00:00,0.6250458593812191,0.09848120034994064,0.07941681802844054,0.11119078856427403,0.6205479257542169,9,1,3,normal
2022-01-06 10:00:00,0.6165297359439313,0.0953013308482406,0.18429613883001714,0.03597145886038958,0.6082044021471514,10,1,3,normal
2022-01-06 11:00:00,0.6618370421728741,0.03400382031249067,0.08500955078122667,0.0,0.6231216223257589,11,1,3,normal
2022-01-06 12:00:00,0.7129861250860741,0.15581223972053135,0.1362201041392694,0.16887366344137264,0.5266733875134296,12,1,3,peak_demand
2022-01-06 13:00:00,0.6966960100676342,0.07085987270771414,0.11470284582632981,0.04163122396197036,0.6294599767873236,13,1,3,normal
2022-01-06 14:00:00,0.6569793317358024,0.1808689726583412,0.13790035199952913,0.20951471976421593,0.5453843805942413,14,1,3,normal
2022-01-06 15:00:00,0.7417846056032571,0.12724594605210773,0.07180923753548721,0.16420375172985474,0.7047969500188912,15,1,3,peak_demand
2022-01-06 16:00:00,0.5764177749936354,0.12326875976301632,0.05087320492372107,0.17153246298921315,0.5410759902657631,16,1,3,normal
2022-01-06 17:00:00,0.6685572936685654,0.08191184302809425,0.016759816210293526,0.12534652757329473,0.6019212321562505,17,1,3,normal
2022-01-06 18:00:00,0.7083891030829904,0.09722831244224608,0.012721042165060679,0.15356649262703637,0.604432209502698,18,1,3,peak_demand
2022-01-06 19:00:00,0.6256196887963753,0.09757328132214459,0.0,0.16262213553690766,0.5624886359605311,19,1,3,normal
2022-01-06 20:00:00,0.6644887428448206,0.1698524497246776,0.10377003993227192,0.21390738958628142,0.564987459896615,20,1,3,normal
2022-01-06 21:00:00,0.7100606961081972,0.0,0.0,0.0,0.6046260325082284,21,1,3,peak_demand
2022-01-06 22:00:00,0.20646040394870724,0.08195644983345372,0.0,0.1365940830557562,0.46246513263808164,22,1,3,low_demand
2022-01-06 23:00:00,0.3163463686882082,0.13321260129900914,0.0,0.22202100216501525,0.3076526385040071,23,1,3,low_demand
2022-01-07 00:00:00,0.3117807279054283,0.01541730387773934,0.038543259694348346,0.0,0.5084528749497388,0,1,4,low_demand
2022-01-07 01:00:00,0.31692482037472075,0.12701030518892267,0.0,0.21168384198153778,0.5338939615209033,1,1,4,low_demand
2022-01-07 02:00:00,0.3090933127529248,0.06943653313401282,0.012411029315016805,0.10745353568001019,0.391223477963019,2,1,4,low_demand
2022-01-07 03:00:00,0.3415167908272123,0.09944116049077782,0.0,0.16573526748462972,0.417043174928117,3,1,4,low_demand
2022-01-07 04:00:00,0.32394899128731963,0.1673049102287026,0.016683105264347423,0.2677194468716061,0.38628220263231167,4,1,4,low_demand
2022-01-07 05:00:00,0.28650625323533147,0.07506791504205876,0.0,0.1251131917367646,0.43959777675729067,5,1,4,low_demand
2022-01-07 06:00:00,0.6378494308322676,0.15735757898329153,0.0,0.26226263163881924,0.6394993346613939,6,1,4,normal
2022-01-07 07:00:00,0.6206717451611852,0.11863377225456048,0.1407988661739878,0.10385704297494228,0.5125130057386535,7,1,4,normal
2022-01-07 08:00:00,0.5110639875547862,0.21787160572229036,0.16552018327170406,0.25277255402268123,0.4873912785151832,8,1,4,normal
2022-01-07 09:00:00,0.6139984313159911,0.2917093207565488,0.07202012790344928,0.43816878265861525,0.5259474785297923,9,1,4,normal
2022-01-07 10:00:00,0.7054697397302446,0.22622713806658473,0.193416460405955,0.24810092317367122,0.5960609296591034,10,1,4,peak_demand
2022-01-07 11:00:00,0.6604762772277344,0.31638006386423556,0.1988270736712524,0.39474872399289096,0.6025951217623453,11,1,4,normal
2022-01-07 12:00:00,0.7796593313319699,0.13090772271955034,0.15587515157293058,0.1142627701506302,0.6442680028451374,12,1,4,peak_demand
2022-01-07 13:00:00,0.7027862456144347,0.12245037199394186,0.22996323173800004,0.05077513216456975,0.6911355271820655,13,1,4,peak_demand
2022-01-07 14:00:00,0.6920996050710505,0.1297464448458823,0.1357840757136494,0.12572135760070424,0.5243830354884721,14,1,4,normal
2022-01-07 15:00:00,0.7411585291980957,0.11575305003203201,0.1319604786277883,0.10494809763486113,0.5710994109862574,15,1,4,peak_demand
2022-01-07 16:00:00,0.6832107650354935,0.19872151557356094,0.17416904396171456,0.21508982998145856,0.5068317801897732,16,1,4,normal
2022-01-07 17:00:00,0.6377128467957028,0.01332915882348042,0.03332289705870105,0.0,0.6121429324249167,17,1,4,normal
2022-01-07 18:00:00,0.6384532734895662,0.27815898091823127,0.03481031824067094,0.4403914227032716,0.5921071939467015,18,1,4,normal
2022-01-07 19:00:00,0.6365555654722584,0.31209219533544175,0.0,0.520153658892403,0.5276110458362211,19,1,4,normal
2022-01-07 20:00:00,0.6506964645956473,0.17400001370493026,0.0,0.29000002284155046,0.5659302075901474,20,1,4,normal
2022-01-07 21:00:00,0.6213168996559882,0.16459906665464302,0.0,0.27433177775773837,0.534107491274913,21,1,4,normal
2022-01-07 22:00:00,0.26435771086614185,0.1578623602782157,0.005321511384594842,0.25955625954062966,0.4600197967787406,22,1,4,low_demand
2022-01-07 23:00:00,0.16745150958034943,0.2721083052751479,0.054575342596123094,0.4171302803944978,0.1984237515872228,23,1,4,low_demand
2022-01-08 00:00:00,0.3128656202959826,0.09554929831693068,0.0,0.1592488305282178,0.3888771862733683,0,1,5,low_demand
2022-01-08 01:00:00,0.2744712077267086,0.27567305577047924,0.08761352217118114,0.4010460781700113,0.4181114418819184,1,1,5,low_demand
2022-01-08 02:00:00,0.36608360320216177,0.15749639525358447,0.0,0.26249399208930746,0.46026161108640146,2,1,5,normal
2022-01-08 03:00:00,0.26889360955540276,0.1932761818463566,0.035649921508619405,0.298360355404848,0.35772290984631455,3,1,5,low_demand
2022-01-08 04:00:00,0.3655479984101746,0.18511236822171687,0.022213165574302,0.2937118366533268,0.48520677890678465,4,1,5,normal
2022-01-08 05:00:00,0.27594683362000516,0.25021418047653793,0.030796780347213188,0.3964924472294211,0.3474318407013417,5,1,5,low_demand
2022-01-08 06:00:00,0.556306651112106,0.2621441332271717,0.0,0.43690688871195293,0.4902649787657519,6,1,5,normal
2022-01-08 07:00:00,0.513863848974048,0.20856147871490846,0.09940953683792897,0.2813294399662281,0.42394041605437344,7,1,5,normal
2022-01-08 08:00:00,0.46216854132380486,0.18695224588534215,0.12101846526452689,0.23090809963255235,0.562738305995518,8,1,5,normal
2022-01-08 09:00:00,0.4359035296058139,0.31754149493992523,0.21311739868287,0.38715755911129535,0.41785366072740976,9,1,5,normal
2022-01-08 10:00:00,0.5827540456595525,0.2924168147499261,0.17708493492862393,0.3693047346307942,0.5588170725056245,10,1,5,normal
2022-01-08 11:00:00,0.615711382433102,0.27927780774055616,0.1827687438875465,0.3436171836425626,0.5212250677083307,11,1,5,normal
2022-01-08 12:00:00,0.625390088444603,0.18954592967242756,0.09592751576165857,0.25195820561294024,0.592994470021709,12,1,5,normal
2022-01-08 13:00:00,0.6185432719063971,0.3036000669754184,0.16605448899681866,0.3952971189611516,0.5355707011286566,13,1,5,normal
2022-01-08 14:00:00,0.5830120159845319,0.2990358724822228,0.11821289294090476,0.41958452550976816,0.4528766073668475,14,1,5,normal
2022-01-08 15:00:00,0.6304126377857235,0.3228593474439694,0.043165400056476094,0.5093219790356316,0.5419783887803231,15,1,5,normal
2022-01-08 16:00:00,0.6228014867156938,0.4034678803931975,0.1398525168945206,0.579211456058982,0.5410788824907942,16,1,5,normal
2022-01-08 17:00:00,0.4829562884334177,0.21376930760707938,0.0,0.3562821793451323,0.4786519044451267,17,1,5,normal
2022-01-08 18:00:00,0.6008829510234561,0.2660247820916726,0.0,0.4433746368194543,0.48286489426656015,18,1,5,normal
2022-01-08 19:00:00,0.5444241098504026,0.2028804945867203,0.0,0.33813415764453386,0.4437636762683685,19,1,5,normal
2022-01-08 20:00:00,0.5262063373511333,0.22572963113475053,0.05268208983039198,0.3410946586709896,0.627003382577011,20,1,5,normal
2022-01-08 21:00:00,0.5996658950440444,0.21704806940541035,0.009241806184743696,0.3555855782191881,0.5697340206708487,21,1,5,normal
2022-01-08 22:00:00,0.30121810868811133,0.42401149320861403,0.006100490732268073,0.7026188281928447,0.31860261139523893,22,1,5,low_demand
2022-01-08 23:00:00,0.3874636663142838,0.26885729734763664,0.0,0.44809549557939443,0.5016146757346264,23,1,5,normal
2022-01-09 00:00:00,0.29865164711061165,0.35253386518343066,0.09062242789984644,0.5271414900391534,0.3154423252055632,0,1,6,low_demand
2022-01-09 01:00:00,0.36162038695277604,0.33331142029756655,0.04862772248133648,0.5231005521750532,0.3023055313925952,1,1,6,normal
2022-01-09 02:00:00,0.29364314120875656,0.27468264717191654,0.0,0.4578044119531942,0.39545038133033716,2,1,6,low_demand
2022-01-09 03:00:00,0.3388850500466627,0.3044187749677519,0.0,0.5073646249462531,0.408646179797197,3,1,6,low_demand
2022-01-09 04:00:00,0.357989522396552,0.35557399223815933,0.054039036277731094,0.5565972962117781,0.39528156748825005,4,1,6,normal
2022-01-09 05:00:00,0.32649171442706765,0.31187094036850826,0.0,0.5197849006141805,0.38006895946113695,5,1,6,low_demand
2022-01-09 06:00:00,0.5535789418597687,0.22325287172379457,0.0,0.37208811953965765,0.5624712520793912,6,1,6,normal
2022-01-09 07:00:00,0.5380222423071673,0.32410021743811096,0.08103411041471573,0.4861442887870412,0.47326886289693754,7,1,6,normal
2022-01-09 08:00:00,0.5869141902987999,0.323438388968314,0.06491573128637622,0.49578682742293917,0.4733118140236536,8,1,6,normal
2022-01-09 09:00:00,0.5182751886283843,0.3517284155730013,0.11283597409493612,0.5109900432250447,0.42968163855911784,9,1,6,normal
2022-01-09 10:00:00,0.6727878062786761,0.3284155436846734,0.11239776410004518,0.47242739674109224,0.5158826871202272,10,1,6,normal
2022-01-09 11:00:00,0.6823488942176866,0.4318543293788188,0.18508139464003137,0.5963696192046771,0.4373401296433491,11,1,6,normal
2022-01-09 12:00:00,0.623352513293463,0.392295378888609,0.22591747517566171,0.5032139813639072,0.5472616617334164,12,1,6,normal
2022-01-09 13:00:00,0.5841355774949814,0.5341302753346422,0.24572102782373162,0.7264031070085827,0.41368677812511506,13,1,6,renewable_surplus
2022-01-09 14:00:00,0.5877248739299614,0.4853529691176203,0.22979735306690546,0.6557233798180969,0.4221135448720313,14,1,6,normal
2022-01-09 15:00:00,0.5889906591452071,0.2642605744552695,0.11420534982534275,0.36429739087522073,0.4692845599118128,15,1,6,normal
2022-01-09 16:00:00,0.5597929616623966,0.3185145981953501,0.05232808944203848,0.4959722706975579,0.4960528379994193,16,1,6,normal
2022-01-09 17:00:00,0.6525250246407038,0.35897542848320285,0.0,0.5982923808053381,0.5078704415641155,17,1,6,normal
2022-01-09 18:00:00,0.5725268145173783,0.24613306854959416,0.0337409746083302,0.38772779784377015,0.5315439740030136,18,1,6,normal
