week_end,year,week,ili_rate,regime,ili_lag1,ili_lag4,ili_ma4,ili_std4,ili_trend4
2010-05-08,2010,18,0.760093071796863,off_season,0.9099966974956487,1.177300748057607,1.3038768461624701,0.5448374001503175,-0.10430191906518599
2010-05-15,2010,19,0.5878068344153867,off_season,0.760093071796863,1.7658459820085837,1.0093670592641708,0.5300754973715861,-0.2945097868982992
2010-05-22,2010,20,1.2593845415613725,off_season,0.5878068344153867,1.779571633348785,0.8793202863173177,0.2855317271565508,-0.13004677294685313
2010-05-29,2010,21,1.311784766838622,off_season,1.2593845415613725,0.9099966974956487,0.9797673036530611,0.3606989387204615,0.10044701733574332
2010-06-05,2010,22,1.009039312361528,off_season,1.311784766838622,0.760093071796863,1.0420038637942273,0.3303622748143825,0.06223656014116624
2010-06-12,2010,23,1.0016137068738171,off_season,1.009039312361528,0.5878068344153867,1.1454555819088348,0.16324326348289503,0.1034517181146076
2010-06-19,2010,24,1.2305868794591623,off_season,1.0016137068738171,1.2593845415613725,1.1382561663832824,0.15706186982321343,-0.007199415525552533
2010-06-26,2010,25,0.4312396074130876,off_season,1.2305868794591623,1.311784766838622,0.9181198765268987,0.3415287142111767,-0.22013628985638362
2010-07-03,2010,26,0.4480982271989341,off_season,0.4312396074130876,1.009039312361528,0.7778846052362502,0.4016282981650496,-0.14023527129064847
2010-07-10,2010,27,0.7672460787046266,off_season,0.4480982271989341,1.0016137068738171,0.7192926981939526,0.37427364797460655,-0.058591907042297636
2010-07-17,2010,28,1.0048809993812582,off_season,0.7672460787046266,1.2305868794591623,0.6628662281744766,0.27546653917104147,-0.05642647001947604
2010-07-24,2010,29,0.6148235017737426,off_season,1.0048809993812582,0.4312396074130876,0.7087622017646403,0.2365564718737953,0.045895973590163744
2010-07-31,2010,30,1.021471958806377,off_season,0.6148235017737426,0.4480982271989341,0.852105634666501,0.19623898580089016,0.14334343290186072
2010-08-07,2010,31,0.9561839770640528,off_season,1.021471958806377,0.7672460787046266,0.8993401092563575,0.19169071739266458,0.04723447458985655
2010-08-14,2010,32,0.5940938103922436,off_season,0.9561839770640528,1.0048809993812582,0.796643312009104,0.22367080589268584,-0.10269679724725364
2010-08-21,2010,33,0.8104802015882197,off_season,0.5940938103922436,0.6148235017737426,0.8455574869627233,0.18942766279830087,0.04891417495361927
2010-08-28,2010,34,1.0875110162471817,off_season,0.8104802015882197,1.021471958806377,0.8620672513229244,0.2114661816555521,0.016509764360201185
2010-09-04,2010,35,1.0779694907252217,off_season,1.0875110162471817,0.9561839770640528,0.8925136297382166,0.23678522549081263,0.03044637841529224
2010-09-11,2010,36,1.0019614545956026,off_season,1.0779694907252217,0.5940938103922436,0.9944805407890565,0.12850053569633796,0.10196691105083974
2010-09-18,2010,37,0.8938148818375312,off_season,1.0019614545956026,0.8104802015882197,1.0153142108513844,0.0895887750703103,0.02083367006232789
2010-09-25,2010,38,0.7614870152669819,off_season,0.8938148818375312,1.0875110162471817,0.9338082106063345,0.13750321215750272,-0.08150600024504995
2010-10-02,2010,39,1.036507390088682,off_season,0.7614870152669819,1.0779694907252217,0.9234426854471994,0.12390355173067197,-0.010365525159134914
2010-10-09,2010,40,1.345559001711272,flu_low,1.036507390088682,1.0019614545956026,1.0093420722261168,0.25070463308192104,0.08589938677891734
2010-10-16,2010,41,2.132212973523978,flu_low,1.345559001711272,0.8938148818375312,1.3189415951477286,0.592352234748735,0.30959952292161164
2010-10-23,2010,42,1.6728858338547548,flu_low,2.132212973523978,0.7614870152669819,1.5467912997946716,0.46886475444721676,0.2278497046469432
2010-10-30,2010,43,1.7649615250247932,flu_moderate,1.6728858338547548,1.036507390088682,1.7289048335286994,0.32354788202279167,0.18211353373402778
2010-11-06,2010,44,2.0152262805846894,flu_moderate,1.7649615250247932,1.345559001711272,1.8963216532470537,0.21366802448215144,0.16741681971835437
2010-11-13,2010,45,2.153786128698071,flu_moderate,2.0152262805846894,2.132212973523978,1.901714942040577,0.22172728364633856,0.005393288793523299
2010-11-20,2010,46,2.660014193651364,flu_moderate,2.153786128698071,1.6728858338547548,2.1484970319897294,0.3770669080774359,0.24678208994915235
2010-11-27,2010,47,2.044111492223423,flu_moderate,2.660014193651364,1.7649615250247932,2.2182845237893867,0.3004740916529176,0.06978749179965743
2010-12-04,2010,48,2.445096349792235,flu_moderate,2.044111492223423,2.0152262805846894,2.325752041091273,0.27980226616021986,0.10746751730188642
2010-12-11,2010,49,4.577736370986659,flu_peak,2.445096349792235,2.153786128698071,2.93173960166342,1.1266240688063924,0.605987560572147
2010-12-18,2010,50,4.787602406414164,flu_peak,4.577736370986659,2.660014193651364,3.4636366548541204,1.4196923996847348,0.5318970531907
2010-12-25,2010,51,5.671521625001277,flu_peak,4.787602406414164,2.044111492223423,4.370489188048584,1.3683028192354403,0.9068525331944635
2011-01-01,2011,52,6.131828594631143,flu_peak,5.671521625001277,2.445096349792235,5.292172249258311,0.7334707623509411,0.921683061209727
2011-01-08,2011,1,6.621359253971199,flu_peak,6.131828594631143,4.577736370986659,5.803077970004446,0.7802048716079526,0.5109057207461349
2011-01-15,2011,2,6.620368091289695,flu_peak,6.621359253971199,4.787602406414164,6.261269391223329,0.45576819152923703,0.4581914212188827
2011-01-22,2011,3,6.485758804941077,flu_peak,6.620368091289695,5.671521625001277,6.464828686208278,0.23095559171830465,0.20355929498495007
2011-01-29,2011,4,8.309545080359827,flu_peak,6.485758804941077,6.131828594631143,7.0092578076404495,0.8691947800206337,0.544429121432171
2011-02-05,2011,5,6.47155822278505,flu_peak,8.309545080359827,6.621359253971199,6.971807549843912,0.8943422471709244,-0.03745025779653721
2011-02-12,2011,6,6.358521479803674,flu_peak,6.47155822278505,6.620368091289695,6.9063458969724065,0.9371967712126157,-0.0654616528715053
2011-02-19,2011,7,5.325235399489076,flu_peak,6.358521479803674,6.485758804941077,6.616215045609406,1.2411455224283992,-0.2901308513630003
2011-02-26,2011,8,6.156159802548031,flu_peak,5.325235399489076,8.309545080359827,6.077868726156458,0.5184411907948789,-0.538346319452949
2011-03-05,2011,9,3.180970180067245,flu_moderate,6.156159802548031,6.47155822278505,5.255221715477006,1.4533158815615634,-0.8226470106794512
2011-03-12,2011,10,3.852344539754552,flu_moderate,3.180970180067245,6.358521479803674,4.628677480464726,1.3560905133616534,-0.6265442350122804
2011-03-19,2011,11,2.4751688592155556,flu_moderate,3.852344539754552,5.325235399489076,3.916160845396346,1.5956849174707295,-0.71251663506838
2011-03-26,2011,12,2.401590845492477,flu_moderate,2.4751688592155556,6.156159802548031,2.9775186061324574,0.6808722373489144,-0.9386422392638886
2011-04-02,2011,13,2.525582314584179,flu_moderate,2.401590845492477,3.180970180067245,2.813671639761691,0.6943177864887236,-0.16384696637076646
2011-04-09,2011,14,2.1733828067132115,flu_low,2.525582314584179,3.852344539754552,2.393931206501356,0.15559759766408415,-0.41974043326033517
2011-04-16,2011,15,1.613437376383936,flu_low,2.1733828067132115,2.4751688592155556,2.1784983357934506,0.4039627097903759,-0.2154328707079049
2011-04-23,2011,16,1.7012744368532335,flu_low,1.613437376383936,2.401590845492477,2.00341923363364,0.42619214230481306,-0.17507910215981087
2011-04-30,2011,17,1.1615791587594702,off_season,1.7012744368532335,2.525582314584179,1.6624184446774628,0.41466191158924454,-0.34100078895617725
2011-05-07,2011,18,0.9089857117286474,off_season,1.1615791587594702,2.1733828067132115,1.3463191709313218,0.37538194021791726,-0.316099273746141
2011-05-14,2011,19,1.2658760909516655,off_season,0.9089857117286474,1.613437376383936,1.2594288495732542,0.3304814895345162,-0.08689032135806762
2011-05-21,2011,20,0.6014035431871039,off_season,1.2658760909516655,1.7012744368532335,0.9844611261567218,0.29608266297165914,-0.2749677234165324
2011-05-28,2011,21,0.7006037061118331,off_season,0.6014035431871039,1.1615791587594702,0.8692172629948125,0.2938675866172347,-0.11524386316190927
2011-06-04,2011,22,1.0778822678250026,off_season,0.7006037061118331,0.9089857117286474,0.9114414020189012,0.3129976136509137,0.04222413902408881
2011-06-11,2011,23,1.138185089437466,off_season,1.0778822678250026,1.2658760909516655,0.8795186516403515,0.26808892899675224,-0.03192275037854986
2011-06-18,2011,24,1.3480864713682252,off_season,1.138185089437466,0.6014035431871039,1.0661893836856318,0.2698388166277346,0.18667073204528034
2011-06-25,2011,25,0.8862304157069933,off_season,1.3480864713682252,0.7006037061118331,1.1125960610844219,0.1902252914811199,0.046406677398790064
2011-07-02,2011,26,1.3679133000016308,off_season,0.8862304157069933,1.0778822678250026,1.185103819128579,0.22472896987016883,0.07250775804415704
2011-07-09,2011,27,0.916358799097665,off_season,1.3679133000016308,1.138185089437466,1.1296472465436285,0.26408970857193576,-0.055456572584950264
2011-07-16,2011,28,0.7780591039186797,off_season,0.916358799097665,1.3480864713682252,0.9871404046812423,0.2607015213502173,-0.14250684186238638
2011-07-23,2011,29,1.248594428280161,off_season,0.7780591039186797,0.8862304157069933,1.0777314078245341,0.27643221645471805,0.09059100314329194
2011-07-30,2011,30,0.6363964367693224,off_season,1.248594428280161,1.3679133000016308,0.894852192016457,0.2620662172764207,-0.1828792158080771
2011-08-06,2011,31,0.7520790519822074,off_season,0.6363964367693224,0.916358799097665,0.8537822552375927,0.2703151144200228,-0.04106993677886442
2011-08-13,2011,32,1.3477344284283634,off_season,0.7520790519822074,0.7780591039186797,0.9962010863650135,0.35418123570056964,0.14241883112742093
2011-08-20,2011,33,1.0197056861804759,off_season,1.3477344284283634,1.248594428280161,0.9389789008400923,0.31627287599557696,-0.05722218552492131
2011-08-27,2011,34,0.7667967734714545,off_season,1.0197056861804759,0.6363964367693224,0.9715789850156253,0.2792400829278068,0.032600084175533006
2011-09-03,2011,35,0.7056807851289492,off_season,0.7667967734714545,0.7520790519822074,0.9599794183023108,0.2920664901754041,-0.011599566713314552
2011-09-10,2011,36,0.6951779559145671,off_season,0.7056807851289492,1.3477344284283634,0.7968403001738618,0.15189566945775143,-0.16313911812844908
2011-09-17,2011,37,1.1201377380987216,off_season,0.6951779559145671,1.0197056861804759,0.8219483131534231,0.20128544162112183,0.025108012979561445
2011-09-24,2011,38,1.1143590881767251,off_season,1.1201377380987216,0.7667967734714545,0.9088388918297408,0.24070034302388427,0.08689057867631766
2011-10-01,2011,39,1.08372467800505,off_season,1.1143590881767251,0.7056807851289492,1.003349865048766,0.20606834711500044,0.09451097321902521
2011-10-08,2011,40,1.6646573740035997,flu_low,1.08372467800505,0.6951779559145671,1.2457197195710241,0.27974845924162983,0.24236985452225815
2011-10-15,2011,41,2.4366856674642494,flu_low,1.6646573740035997,1.1201377380987216,1.574856701912406,0.6335303317484065,0.32913698234138195
2011-10-22,2011,42,1.852667042979571,flu_low,2.4366856674642494,1.1143590881767251,1.7594336906131176,0.557652196879037,0.1845769887007115
2011-10-29,2011,43,2.1836761631778097,flu_moderate,1.852667042979571,1.08372467800505,2.0344215619063073,0.343440245373509,0.2749878712931899
2011-11-05,2011,44,2.348413393562402,flu_moderate,2.1836761631778097,1.6646573740035997,2.205360566796008,0.25744795496522366,0.1709390048897006
2011-11-12,2011,45,2.4183999638181395,flu_moderate,2.348413393562402,2.4366856674642494,2.2007891408844804,0.25207752728889476,-0.0045714259115274825
2011-11-19,2011,46,3.5774031208248926,flu_moderate,2.4183999638181395,1.852667042979571,2.6319731603458107,0.637920491245999,0.4311840194613304
2011-11-26,2011,47,3.0518470556569075,flu_moderate,3.5774031208248926,2.1836761631778097,2.8490158834655857,0.5795749520443102,0.21704272311977446
2011-12-03,2011,48,3.7864578752584257,flu_moderate,3.0518470556569075,2.348413393562402,3.208527003889591,0.6107162536335693,0.3595111204240059
2011-12-10,2011,49,6.2043340912023375,flu_peak,3.7864578752584257,2.4183999638181395,4.155010535735641,1.4007329138793505,0.9464835318460495
2011-12-17,2011,50,5.9745585478195515,flu_peak,6.2043340912023375,3.5774031208248926,4.754299392484306,1.5733927455556003,0.5992888567486647
2011-12-24,2011,51,5.856386762105259,flu_peak,5.9745585478195515,3.0518470556569075,5.455434319096394,1.121990205713134,0.701134926612088
2011-12-31,2011,52,6.423624841495087,flu_peak,5.856386762105259,3.7864578752584257,6.114726060655558,0.25155130740584797,0.6592917415591654
2012-01-07,2012,1,7.656146962032831,flu_peak,6.423624841495087,6.2043340912023375,6.4776792783631825,0.8227682589607195,0.36295321770762334
2012-01-14,2012,2,7.9423003335102,flu_peak,7.656146962032831,5.9745585478195515,6.969614724785845,0.992442316669458,0.4919354464226622
2012-01-21,2012,3,7.393164223428926,flu_peak,7.9423003335102,5.856386762105259,7.35380909011676,0.659424419537591,0.38419436533091655
2012-01-28,2012,4,6.588498131171675,flu_peak,7.393164223428926,6.423624841495087,7.395027412535908,0.5825758955800955,0.04121832241914691
2012-02-04,2012,5,9.625195786655036,flu_peak,6.588498131171675,7.656146962032831,7.88728961869146,1.285089265600905,0.4922622061555513
2012-02-11,2012,6,6.705556858356038,flu_peak,9.625195786655036,7.9423003335102,7.578103749902919,1.4101354301341673,-0.3091858687885405
2012-02-18,2012,7,5.611664015667097,flu_peak,6.705556858356038,7.393164223428926,7.132728697962461,1.7325022988271588,-0.4453750519404571
2012-02-25,2012,8,5.559837924040828,flu_moderate,5.611664015667097,6.588498131171675,6.875563646179749,1.9076998075997977,-0.25716505178271176
2012-03-03,2012,9,4.569698555245617,flu_moderate,5.559837924040828,9.625195786655036,5.611689338327396,0.8727312517237238,-1.2638743078523547
2012-03-10,2012,10,3.771344606421507,flu_moderate,4.569698555245617,6.705556858356038,4.8781362753437625,0.8799435037234329,-0.7335530629836329
2012-03-17,2012,11,3.082613607463606,flu_moderate,3.771344606421507,5.611664015667097,4.2458736732928894,1.0661013745534471,-0.6322626020508728
2012-03-24,2012,12,3.3442864776870467,flu_moderate,3.082613607463606,5.559837924040828,3.691985811704444,0.6503606150054926,-0.5538878615884453
2012-03-31,2012,13,2.734628011042559,flu_moderate,3.3442864776870467,4.569698555245617,3.2332181756536795,0.4371079620315463,-0.45876763605076454
2012-04-07,2012,14,2.114597347727792,flu_low,2.734628011042559,3.771344606421507,2.8190313609802513,0.5318896322845857,-0.41418681467342866
2012-04-14,2012,15,1.5591115815246077,flu_low,2.114597347727792,3.082613607463606,2.4381558544955015,0.7716599827725877,-0.38087550648474955
2012-04-21,2012,16,2.885448564627477,flu_low,1.5591115815246077,3.3442864776870467,2.323446376230609,0.6090272001791771,-0.11470947826489242
2012-04-28,2012,17,1.197385393851288,off_season,2.885448564627477,2.734628011042559,1.9391357219327912,0.7350525321085194,-0.3843106542978178
2012-05-05,2012,18,1.5434534177493169,off_season,1.197385393851288,2.114597347727792,1.7963497394381724,0.7450129823045453,-0.14278598249461882
2012-05-12,2012,19,1.2665955464369156,off_season,1.5434534177493169,1.5591115815246077,1.7232207306662493,0.789113254470542,-0.07312900877192302
2012-05-19,2012,20,0.7113296694761396,off_season,1.2665955464369156,2.885448564627477,1.179691006878415,0.34619403242593016,-0.5435297237878344
2012-05-26,2012,21,0.7458419490904534,off_season,0.7113296694761396,1.197385393851288,1.0668051456882064,0.4068128018505608,-0.11288586119020863
2012-06-02,2012,22,0.8615742327794342,off_season,0.7458419490904534,1.5434534177493169,0.8963353494457358,0.25506620962620286,-0.17046979624247066
2012-06-09,2012,23,1.592457060463655,off_season,0.8615742327794342,1.2665955464369156,0.9778007279524206,0.4147781356230721,0.08146537850668484
2012-06-16,2012,24,1.2970596639550078,off_season,1.592457060463655,0.7113296694761396,1.1242332265721378,0.3921191323976424,0.14643249861971705
2012-06-23,2012,25,1.0091551865437653,off_season,1.2970596639550078,0.7458419490904534,1.1900615359354656,0.3235231950184592,0.06582830936332798
2012-06-30,2012,26,1.7616311469392432,off_season,1.0091551865437653,0.8615742327794342,1.415075764475418,0.3317951540993477,0.22501422853995223
2012-07-07,2012,27,0.9518435941204128,off_season,1.7616311469392432,1.592457060463655,1.2549223978896074,0.3700394524109068,-0.16015336658581056
2012-07-14,2012,28,1.2474114305283739,off_season,0.9518435941204128,1.2970596639550078,1.2425103395329486,0.36898609625582085,-0.012412058356658484
2012-07-21,2012,29,1.4887283014539812,off_season,1.2474114305283739,1.0091551865437653,1.3624036182605028,0.3450233238010163,0.11989327872755395
2012-07-28,2012,30,1.4713265914300144,off_season,1.4887283014539812,1.7616311469392432,1.2898274793831956,0.250689510877433,-0.07257613887730718
2012-08-04,2012,31,1.087701065496914,off_season,1.4713265914300144,0.9518435941204128,1.323791847227321,0.19195777309337156,0.03396436784412529
2012-08-11,2012,32,1.3742133498946674,off_season,1.087701065496914,1.2474114305283739,1.355492327068894,0.18550115735513553,0.03170047984157337
2012-08-18,2012,33,1.453198913258534,off_season,1.3742133498946674,1.4887283014539812,1.3466099800200324,0.17768061786849298,-0.008882347048861816
2012-08-25,2012,34,1.460827839028468,off_season,1.453198913258534,1.4713265914300144,1.3439852919196458,0.17528561084011182,-0.0026246881003866296
2012-09-01,2012,35,1.0881823551669128,off_season,1.460827839028468,1.087701065496914,1.3441056143371455,0.17505105534392093,0.00012032241749970751
2012-09-08,2012,36,1.530357690690589,off_season,1.0881823551669128,1.3742133498946674,1.383141699536126,0.19968033816242522,0.039036085198980386
2012-09-15,2012,37,1.5682155232312436,off_season,1.530357690690589,1.453198913258534,1.4118958520293035,0.2203435304444426,0.02875415249317742
2012-09-22,2012,38,1.2632118719944125,off_season,1.5682155232312436,1.460827839028468,1.3624918602707894,0.22774502057256182,-0.04940399175851384
2012-09-29,2012,39,1.3572721716212097,off_season,1.2632118719944125,1.0881823551669128,1.4297643143843637,0.144086306793538,0.06727245411357424
2012-10-06,2012,40,1.1148990259006246,flu_low,1.3572721716212097,1.530357690690589,1.3258996481868728,0.18987034033272923,-0.10386466619749107
2012-10-13,2012,41,1.2350915639122464,flu_low,1.1148990259006246,1.5682155232312436,1.2426186583571233,0.09989739772589044,-0.0832809898297493
2012-10-20,2012,42,1.9267936900101652,flu_low,1.2350915639122464,1.2632118719944125,1.4085141128610614,0.35940907816696177,0.16589545450393817
2012-10-27,2012,43,2.7385772628292977,flu_moderate,1.9267936900101652,1.3572721716212097,1.7538403856630835,0.7476554384693833,0.345326272802022
2012-11-03,2012,44,3.1138268148696207,flu_moderate,2.7385772628292977,1.1148990259006246,2.2535723329053328,0.8405067745218316,0.499731947242249
2012-11-10,2012,45,2.866110275495653,flu_moderate,3.1138268148696207,1.2350915639122464,2.661327010801184,0.5138738687562436,0.4077546778958516
2012-11-17,2012,46,4.149435831806571,flu_moderate,2.866110275495653,1.9267936900101652,3.2169875462502855,0.6408570303770245,0.5556605354491013
2012-11-24,2012,47,4.038689596445964,flu_moderate,4.149435831806571,2.7385772628292977,3.5420156296544523,0.6470028439294201,0.32502808340416667
2012-12-01,2012,48,3.7830185509559344,flu_moderate,4.038689596445964,3.1138268148696207,3.7093135636760306,0.582700721415872,0.16729793402157844
2012-12-08,2012,49,5.613629645450506,flu_peak,3.7830185509559344,2.866110275495653,4.396193406164744,0.8260009431498175,0.6868798424887133
2012-12-15,2012,50,6.4683191365067625,flu_peak,5.613629645450506,4.149435831806571,4.975914232339792,1.2826201660261927,0.5797208261750479
2012-12-22,2012,51,6.698962790156268,flu_peak,6.4683191365067625,4.038689596445964,5.640982530767367,1.3237052062380188,0.665068298427576
2012-12-29,2012,52,6.660734443588291,flu_peak,6.698962790156268,3.7830185509559344,6.360411503925457,0.5079822972023429,0.7194289731580892
2013-01-05,2013,1,7.113454761602522,flu_peak,6.660734443588291,5.613629645450506,6.735367782963461,0.2715143960814366,0.3749562790380041
2013-01-12,2013,2,9.059932728100664,flu_peak,7.113454761602522,6.4683191365067625,7.383271180861936,1.1364171995634982,0.6479033978984754
2013-01-19,2013,3,8.759408384588216,flu_peak,9.059932728100664,6.698962790156268,7.898382579469924,1.1886194754668322,0.5151113986079869
2013-01-26,2013,4,6.519991325985176,flu_peak,8.759408384588216,6.660734443588291,7.863196800069145,1.2385053028443807,-0.03518577940077883
2013-02-02,2013,5,6.069187077725895,flu_peak,6.519991325985176,7.113454761602522,7.602129879099988,1.5259336121690328,-0.26106692096915673
2013-02-09,2013,6,7.496592905429665,flu_peak,6.069187077725895,9.059932728100664,7.211294923432238,1.1916880495346978,-0.39083495566774973
2013-02-16,2013,7,5.4274893694785105,flu_moderate,7.496592905429665,8.759408384588216,6.378315169654812,0.8699132345820131,-0.8329797537774264
2013-02-23,2013,8,5.669845394342081,flu_moderate,5.4274893694785105,6.519991325985176,6.165778686744038,0.9258180832988759,-0.21253648291077365
2013-03-02,2013,9,3.368145181774171,flu_moderate,5.669845394342081,6.069187077725895,5.490518212756107,1.6896679977996896,-0.6752604739879311
2013-03-09,2013,10,4.764787534734332,flu_moderate,3.368145181774171,7.496592905429665,4.807566870082273,1.0330526006230076,-0.6829513426738334
2013-03-16,2013,11,3.0992931480390435,flu_moderate,4.764787534734332,5.4274893694785105,4.225517814722407,1.2083547795448095,-0.5820490553598667
2013-03-23,2013,12,3.071639097186909,flu_moderate,3.0992931480390435,5.669845394342081,3.5759662404336137,0.8037513642566894,-0.6495515742887931
2013-03-30,2013,13,2.2693277078107963,flu_moderate,3.071639097186909,3.368145181774171,3.30126187194277,1.0488586604613006,-0.2747043684908437
2013-04-06,2013,14,2.7588491501861387,flu_low,2.2693277078107963,4.764787534734332,2.799777275805722,0.38586286998405805,-0.5014845961370482
2013-04-13,2013,15,2.6973116549691563,flu_low,2.7588491501861387,3.0992931480390435,2.69928190253825,0.3301830950841564,-0.10049537326747182
2013-04-20,2013,16,1.9630550814023204,flu_low,2.6973116549691563,3.071639097186909,2.422135898592103,0.3755897809126653,-0.27714600394614713
2013-04-27,2013,17,0.7635692193935586,off_season,1.9630550814023204,2.2693277078107963,2.0456962764877935,0.9280569272043147,-0.3764396221043094
2013-05-04,2013,18,1.2569372252068531,off_season,0.7635692193935586,2.7588491501861387,1.670218295242972,0.8433045994796071,-0.3754779812448214
2013-05-11,2013,19,1.4019327057571318,off_season,1.2569372252068531,2.6973116549691563,1.346373557939966,0.4936404477373853,-0.3238447373030061
2013-05-18,2013,20,1.2314946565825473,off_season,1.4019327057571318,1.9630550814023204,1.1634834517350228,0.2769768773343759,-0.18289010620494328
2013-05-25,2013,21,1.1000074733412242,off_season,1.2314946565825473,0.7635692193935586,1.247593015221939,0.12375877565875015,0.0841095634869164
2013-06-01,2013,22,1.29502213611305,off_season,1.1000074733412242,1.2569372252068531,1.2571142429484885,0.12615902107556848,0.00952122772654923
2013-06-08,2013,23,1.3831330375596662,off_season,1.29502213611305,1.4019327057571318,1.2524143258991218,0.11911939156458262,-0.004699917049366398
2013-06-15,2013,24,1.422230830370514,off_season,1.3831330375596662,1.2314946565825473,1.3000983693461137,0.14361201083579364,0.047684043446991675
2013-06-22,2013,25,1.5629545237813123,off_season,1.422230830370514,1.1000074733412242,1.4158351319561355,0.11157990761711616,0.11573676261002203
2013-06-29,2013,26,1.5558010433973397,off_season,1.5629545237813123,1.29502213611305,1.481029858777208,0.09191208504403159,0.06519472682107241
2013-07-06,2013,27,1.1895597516952043,off_season,1.5558010433973397,1.3831330375596662,1.4326365373110925,0.17449629948246848,-0.04839332146611547
2013-07-13,2013,28,1.1274259786157046,off_season,1.1895597516952043,1.422230830370514,1.35893532437239,0.23285518163792754,-0.07370121293870235
2013-07-20,2013,29,1.185107707575563,off_season,1.1274259786157046,1.5629545237813123,1.264473620320953,0.1962691683645144,-0.09446170405143733
2013-07-27,2013,30,1.4982116892407018,off_season,1.185107707575563,1.5558010433973397,1.2500762817817934,0.16782673937670978,-0.014397338539159477
2013-08-03,2013,31,1.2479063412960427,off_season,1.4982116892407018,1.1895597516952043,1.264662929182003,0.16328790570434512,0.014586647400209596
2013-08-10,2013,32,1.6998350256910302,off_season,1.2479063412960427,1.1274259786157046,1.4077651909508344,0.23707703680016787,0.1431022617688314
2013-08-17,2013,33,1.543980496715645,off_season,1.6998350256910302,1.185107707575563,1.497483388235855,0.187436566211207,0.0897181972850205
2013-08-24,2013,34,1.0958843394902973,off_season,1.543980496715645,1.4982116892407018,1.3969015507982538,0.2745977910209932,-0.10058183743760113
2013-08-31,2013,35,1.3375104855232887,off_season,1.0958843394902973,1.2479063412960427,1.4193025868550653,0.26174564053360483,0.022401036056811485
2013-09-07,2013,36,1.2160341504482188,off_season,1.3375104855232887,1.6998350256910302,1.2983523680443625,0.1911684486638578,-0.12095021881070284
2013-09-14,2013,37,1.1793850316612697,off_season,1.2160341504482188,1.543980496715645,1.2072035017807687,0.10037216337313828,-0.09114886626359381
2013-09-21,2013,38,2.0719405878572723,off_season,1.1793850316612697,1.0958843394902973,1.4512175638725124,0.41929724368662347,0.24401406209174376
2013-09-28,2013,39,1.198163044687785,off_season,2.0719405878572723,1.3375104855232887,1.4163807036636364,0.43729600897098053,-0.03483686020887594
2013-10-05,2013,40,2.0945924522225465,flu_low,1.198163044687785,1.2160341504482188,1.6360202791072183,0.5165751511896216,0.21963957544358192
2013-10-12,2013,41,1.9350788975666446,flu_low,2.0945924522225465,1.1793850316612697,1.824943745583562,0.42375372714303233,0.18892346647634373
2013-10-19,2013,42,3.55556564979231,flu_low,1.9350788975666446,2.0719405878572723,2.1958500110673214,0.9869921593637142,0.3709062654837594
2013-10-26,2013,43,3.4372296353475043,flu_moderate,3.55556564979231,1.198163044687785,2.7556166587322513,0.8592147301031403,0.5597666476649299
2013-11-02,2013,44,3.2771562454454815,flu_moderate,3.4372296353475043,2.0945924522225465,3.051257607037985,0.752813858120633,0.29564094830573373
2013-11-09,2013,45,3.836941269780879,flu_moderate,3.2771562454454815,1.9350788975666446,3.526723200091544,0.23619194217721287,0.47546559305355857
2013-11-16,2013,46,2.715828392416315,flu_moderate,3.836941269780879,3.55556564979231,3.316788885747545,0.4646822346155447,-0.20993431434399867
