date,city,pm25,day_of_week,month,aqi,regime,pm25_lag1,pm25_lag7,pm25_ma7,pm25_std7
2020-02-03,Los_Angeles,29.688980849270273,0,2,87.7445940971465,moderate,18.79739102824599,25.71192576506029,24.371371773219522,5.645140938572613
2020-02-04,Los_Angeles,23.76741156841318,1,2,75.03736388071498,moderate,29.688980849270273,30.901040590140138,23.352281912972817,4.8590822412881565
2020-02-05,Los_Angeles,25.73868999446142,2,2,79.26757509541078,moderate,23.76741156841318,26.37660085962404,23.261151789378157,4.798513431434564
2020-02-06,Los_Angeles,26.743953870595018,3,2,81.4247937137232,moderate,25.73868999446142,24.4851896591274,23.58383239101639,4.967513951424469
2020-02-07,Los_Angeles,24.373493230804165,4,2,76.3379683064467,moderate,26.743953870595018,25.1738633690541,23.469493799837824,4.933913620415446
2020-02-08,Los_Angeles,22.238902161916922,5,2,71.75730077664575,moderate,24.373493230804165,15.176536057074733,24.478403243386712,3.4563212977918685
2020-02-09,Los_Angeles,82.69076424540795,6,2,164.32600855922442,unhealthy,22.238902161916922,18.79739102824599,33.606027988695566,21.77493697152861
2020-02-10,Los_Angeles,22.940666005212176,0,2,73.26323177084157,moderate,82.69076424540795,29.688980849270273,32.64198301097297,22.12384946009249
2020-02-11,Los_Angeles,23.49440854693775,1,2,74.45152048699087,moderate,22.940666005212176,23.76741156841318,32.60298257933363,22.142334048331126
2020-02-12,Los_Angeles,22.46107042910395,2,2,72.23405671481534,moderate,23.49440854693775,25.73868999446142,32.13475121285399,22.34540567145612
2020-02-13,Los_Angeles,26.620053772196542,3,2,81.1589136742415,moderate,22.46107042910395,26.743953870595018,32.117051198797064,22.350435963588662
2020-02-14,Los_Angeles,24.29276449645643,4,2,76.16473067909105,moderate,26.620053772196542,24.373493230804165,32.10551852246167,22.355117862782034
2020-02-15,Los_Angeles,22.209572285242963,5,2,71.69436112713082,moderate,24.29276449645643,22.238902161916922,32.10132854007968,22.35727800435966
2020-02-16,Los_Angeles,21.534816845107322,6,2,70.24638807962944,moderate,22.209572285242963,82.69076424540795,23.364764625751018,1.6908873310455166
2020-02-17,Los_Angeles,27.003600188032,0,2,81.98197465242919,moderate,21.534816845107322,22.940666005212176,23.945183794725278,2.15474900027551
2020-02-18,Los_Angeles,27.347136239452297,1,2,82.71917647951136,moderate,27.003600188032,23.49440854693775,24.4955734650845,2.486873542979527
2020-02-19,Los_Angeles,25.832926407787184,2,2,79.4697991583416,moderate,27.347136239452297,22.46107042910395,24.97726717632496,2.349905976219422
2020-02-20,Los_Angeles,25.45459765408046,3,2,78.65793488000098,moderate,25.832926407787184,26.620053772196542,24.81077344516552,2.2534197726360157
2020-02-21,Los_Angeles,24.708210162386887,4,2,77.05624498366285,moderate,25.45459765408046,24.29276449645643,24.870122826012732,2.2429494548928472
2020-02-22,Los_Angeles,27.694129270227638,5,2,83.46379671722669,moderate,24.708210162386887,22.209572285242963,25.653630966724823,2.1128267681894397
2020-02-23,Los_Angeles,20.84254426621894,6,2,68.76082460562004,moderate,27.694129270227638,21.534816845107322,25.554734884026484,2.341569421684392
2020-02-24,Los_Angeles,22.80064042441296,0,2,72.9627476918733,moderate,20.84254426621894,27.003600188032,24.95431206065234,2.444720733707874
2020-02-25,Los_Angeles,25.37755633370128,1,2,78.49261015815725,moderate,22.80064042441296,27.347136239452297,24.672943502687904,2.2270798182473945
2020-02-26,Los_Angeles,24.373586411784608,2,2,76.3381682656322,moderate,25.37755633370128,25.832926407787184,24.464466360401826,2.1679146045924016
2020-02-27,Los_Angeles,21.476651744567125,3,2,70.12157026731143,moderate,24.373586411784608,25.45459765408046,23.896188373328492,2.376454624805579
2020-02-28,Los_Angeles,25.35855664090313,4,2,78.45183828519986,moderate,21.476651744567125,24.708210162386887,23.989095013116525,2.4256937001143166
2020-02-29,Los_Angeles,20.2625827100018,5,2,67.51627190987512,moderate,25.35855664090313,27.694129270227638,22.927445504512836,2.1437450449200184
2020-03-01,Los_Angeles,11.062994785773736,6,3,46.095811607390566,good,20.2625827100018,20.84254426621894,21.53036700730638,5.005487593601101
2020-03-02,Los_Angeles,7.963272099900427,0,3,33.18030041625178,good,11.062994785773736,22.80064042441296,19.41074296094744,7.086751292437631
2020-03-03,Los_Angeles,12.665442470878947,1,3,51.213395860255254,moderate,7.963272099900427,25.37755633370128,17.59472669482997,6.929923936687181
2020-03-04,Los_Angeles,14.394196233387136,2,3,54.92316788280502,moderate,12.665442470878947,24.373586411784608,16.169099526487475,6.300881433316544
2020-03-05,Los_Angeles,19.987941558793956,3,3,66.92691321629604,moderate,14.394196233387136,21.476651744567125,15.95642664280559,6.11423852784319
2020-03-06,Los_Angeles,16.64494958673164,4,3,59.75311070114086,moderate,19.987941558793956,25.35855664090313,14.711625635066806,4.574035146951514
2020-03-07,Los_Angeles,12.569476676064024,5,3,51.00746067824898,moderate,16.64494958673164,20.2625827100018,13.61261048736141,3.8912642076808996
2020-03-08,Los_Angeles,17.22031746400635,6,3,60.98780571675182,moderate,12.569476676064024,11.062994785773736,14.492228012823213,3.9147273908861195
2020-03-09,Los_Angeles,20.51157137141316,0,3,68.05058234208833,moderate,17.22031746400635,7.963272099900427,16.28484219446789,3.2419519119351765
2020-03-10,Los_Angeles,22.688627996303538,1,3,72.72237767447112,moderate,20.51157137141316,12.665442470878947,17.716725840957114,3.573464611850669
2020-03-11,Los_Angeles,15.549002975231055,2,3,57.40129393826407,moderate,22.688627996303538,14.394196233387136,17.881698232649104,3.4177771575534006
2020-03-12,Los_Angeles,14.004227403251004,3,3,54.086324899680264,moderate,15.549002975231055,19.987941558793956,17.026881924714395,3.5489610412506227
2020-03-13,Los_Angeles,19.799471571940416,4,3,66.52247118442149,moderate,14.004227403251004,16.64494958673164,17.477527922601364,3.689863483633585
2020-03-14,Los_Angeles,8.085179640467995,5,3,33.688248501949985,good,19.799471571940416,12.569476676064024,16.83691406037336,4.881002143310693
2020-03-15,Los_Angeles,11.393405032442082,6,3,47.47252096850868,good,8.085179640467995,17.22031746400635,16.00449799872132,5.284875722401919
2020-03-16,Los_Angeles,21.462281400576337,0,3,70.09073261926252,moderate,11.393405032442082,20.51157137141316,16.140313717173203,5.43022461654036
2020-03-17,Los_Angeles,15.509878268013964,1,3,57.31733533908576,moderate,21.462281400576337,22.688627996303538,15.114778041703264,4.602155316119982
2020-03-18,Los_Angeles,14.948896682618443,2,3,56.11351219446018,moderate,15.509878268013964,15.549002975231055,15.029048571330035,4.5983062073606655
2020-03-19,Los_Angeles,17.90343617877481,3,3,62.45372570552534,moderate,14.948896682618443,14.004227403251004,15.586078396404863,4.68875232105228
2020-03-20,Los_Angeles,20.309879128067983,4,3,67.6177663692446,moderate,17.90343617877481,19.799471571940416,15.658993761565947,4.7684865648776915
2020-03-21,Los_Angeles,17.219331171764185,5,3,60.98568920979439,moderate,20.309879128067983,8.085179640467995,16.963872551751116,3.405481282915094
2020-03-22,Los_Angeles,12.85534415941338,6,3,51.62091021333344,moderate,17.219331171764185,11.393405032442082,17.172720998461298,3.0311821143140896
2020-03-23,Los_Angeles,17.077353832096765,0,3,60.681016807074606,moderate,12.85534415941338,21.462281400576337,16.54630277439279,2.380138580480023
2020-03-24,Los_Angeles,16.720499998565206,1,3,59.91523604842319,moderate,17.077353832096765,15.509878268013964,16.719248735900113,2.3358494083170873
2020-03-25,Los_Angeles,12.71257316068538,2,3,51.314534679582366,moderate,16.720499998565206,14.948896682618443,16.39977394705253,2.736847594633616
2020-03-26,Los_Angeles,19.738934510434802,3,3,66.39256332711331,moderate,12.71257316068538,17.90343617877481,16.66198799443253,2.9818816277630953
2020-03-27,Los_Angeles,18.556565357864972,4,3,63.8552904675214,moderate,19.738934510434802,20.309879128067983,16.41151459868924,2.6830599279334875
2020-03-28,Los_Angeles,7.568039661914426,5,3,31.53349859131011,good,18.556565357864972,17.219331171764185,15.032758668710704,4.231638165883423
2020-03-29,Los_Angeles,14.316277487061237,6,3,54.7559602726636,moderate,7.568039661914426,12.85534415941338,15.241463429803257,4.14141435178466
2020-03-30,Los_Angeles,75.13335188088143,0,3,160.3442317602115,unhealthy,14.316277487061237,17.077353832096765,23.535177436772496,23.11231937539078
2020-03-31,Los_Angeles,17.51213136270188,1,3,61.61401579978944,moderate,75.13335188088143,16.720499998565206,23.648267631649162,23.075324378863776
2020-04-01,Los_Angeles,17.66051198467565,2,4,61.932429151664486,moderate,17.51213136270188,12.71257316068538,24.355116035076346,22.758111860046416
2020-04-02,Los_Angeles,13.576717042837105,3,4,53.16892069278349,moderate,17.66051198467565,19.738934510434802,23.47479925399096,23.083291150845994
2020-04-03,Los_Angeles,14.614027570596022,4,4,55.39490894977687,moderate,13.576717042837105,18.556565357864972,22.911579570095395,23.270631410321712
2020-04-04,Los_Angeles,12.010792053309624,5,4,49.808566638003484,good,14.614027570596022,7.568039661914426,23.546258483151853,22.838990592565345
2020-04-05,Los_Angeles,15.973187371761863,6,4,58.31156088360915,moderate,12.010792053309624,14.316277487061237,23.78295989525194,22.735741362021
2020-04-06,Los_Angeles,17.04132539771839,0,4,60.603702570211134,moderate,15.973187371761863,75.13335188088143,15.48409896908579,2.159198987351319
2020-04-07,Los_Angeles,17.648892962523764,1,4,61.9074956277334,moderate,17.04132539771839,17.51213136270188,15.503636340488915,2.181115436505417
2020-04-08,Los_Angeles,18.78212331492829,2,4,64.33932041830104,moderate,17.648892962523764,17.66051198467565,15.66386653052501,2.396533454271781
2020-04-09,Los_Angeles,12.860028386812711,3,4,51.630962203460754,moderate,18.78212331492829,13.576717042837105,15.561482436807237,2.513038447056944
2020-04-10,Los_Angeles,19.250690339249715,4,4,65.34482905418393,moderate,12.860028386812711,14.614027570596022,16.223862832329193,2.8146498634718427
2020-04-11,Los_Angeles,7.612659040747408,5,4,31.71941266978087,good,19.250690339249715,12.010792053309624,15.595558116248878,4.106357281927515
2020-04-12,Los_Angeles,14.411499009708598,6,4,54.9602983040957,moderate,7.612659040747408,15.973187371761863,15.372459778812697,4.124803082108464
2020-04-13,Los_Angeles,13.056934027231513,0,4,52.05350649620497,moderate,14.411499009708598,17.04132539771839,14.803261011600284,4.131033752648481
2020-04-14,Los_Angeles,18.775058050140792,1,4,64.32415890588153,moderate,13.056934027231513,17.648892962523764,14.964141738402718,4.279583536018686
2020-04-15,Los_Angeles,19.460362949003525,2,4,65.7947702768316,moderate,18.775058050140792,18.78212331492829,15.06103311469918,4.386766419868907
2020-04-16,Los_Angeles,14.989790474237525,3,4,56.201267112097696,moderate,19.460362949003525,12.860028386812711,15.365284841474153,4.281257362891175
2020-04-17,Los_Angeles,15.255818822162269,4,4,56.772143395198,moderate,14.989790474237525,19.250690339249715,14.79458891046166,3.928755902559552
2020-04-18,Los_Angeles,17.628102242526474,5,4,61.86288034876926,moderate,15.255818822162269,7.612659040747408,16.225366510715812,2.405879846374696
2020-04-19,Los_Angeles,18.78242566987752,6,4,64.3399692486642,moderate,17.628102242526474,14.411499009708598,16.849784605025658,2.423795149068351
2020-04-20,Los_Angeles,15.04565099334242,0,4,56.32113947069189,moderate,18.78242566987752,13.056934027231513,17.133887028755787,1.9812824475168513
2020-04-21,Los_Angeles,14.74207361281454,1,4,55.66968586440888,moderate,15.04565099334242,18.775058050140792,16.55774639485204,2.0106650519180436
2020-04-22,Los_Angeles,16.099778423430788,2,4,58.58321550092444,moderate,14.74207361281454,19.460362949003525,16.07766289119879,1.550689863419986
2020-04-23,Los_Angeles,13.713047554447847,3,4,53.46147543872929,moderate,16.099778423430788,14.989790474237525,15.89527104551455,1.7608192275514265
2020-04-24,Los_Angeles,16.350792008343557,4,4,59.12187126253982,moderate,13.713047554447847,15.255818822162269,16.05169578639759,1.743092339177373
2020-04-25,Los_Angeles,12.696038709007684,5,4,51.27905302362164,moderate,16.350792008343557,17.628102242526474,15.347115281609193,1.9803436868975484
2020-04-26,Los_Angeles,12.464900774490536,6,4,50.783048872297286,moderate,12.696038709007684,18.78242566987752,14.44461172512534,1.545681134885655
2020-04-27,Los_Angeles,20.134217626799376,0,4,67.24081035793857,moderate,12.464900774490536,15.04565099334242,15.17154981561919,2.6660231065202065
2020-04-28,Los_Angeles,18.493716590018817,1,4,63.72042186699317,moderate,20.134217626799376,14.74207361281454,15.707498812362658,2.929383558742212
2020-04-29,Los_Angeles,20.71991901079806,2,4,68.49768028068253,moderate,18.493716590018817,16.099778423430788,16.36751889627227,3.4978282685987323
2020-04-30,Los_Angeles,24.147782520447137,3,4,75.85361055889943,moderate,20.71991901079806,13.713047554447847,17.858195319986454,4.307750498330913
2020-05-01,Los_Angeles,14.996172172490741,4,5,56.21496174354236,moderate,24.147782520447137,16.350792008343557,17.66467820057891,4.415824871216853
2020-05-02,Los_Angeles,12.548084345392514,5,5,50.961554389254324,moderate,14.996172172490741,12.696038709007684,17.643541862919598,4.44383623362905
2020-05-03,Los_Angeles,15.675336082990272,6,5,57.67239502787612,moderate,12.548084345392514,12.464900774490536,18.10217547841956,3.9595702574985365
2020-05-04,Los_Angeles,13.722173764372613,0,5,53.48105958019874,moderate,15.675336082990272,20.134217626799376,17.186169212358593,4.148311445846034
2020-05-05,Los_Angeles,40.74360346392163,1,5,113.17488307517998,unhealthy_sensitive,13.722173764372613,18.493716590018817,20.364724480058992,9.880717419579847
2020-05-06,Los_Angeles,19.643661890825694,2,5,66.18811564554869,moderate,40.74360346392163,20.71991901079806,20.210973462920087,9.882642636035818
2020-05-07,Los_Angeles,14.436585491602267,3,5,55.01413195622804,moderate,19.643661890825694,24.147782520447137,18.823659601656534,9.919445258933354
2020-05-08,Los_Angeles,14.663021043795737,4,5,55.50004515835995,moderate,14.436585491602267,14.996172172490741,18.776066583271533,9.94164442292115
2020-05-09,Los_Angeles,12.68544375379534,5,5,51.256317068230345,moderate,14.663021043795737,12.548084345392514,18.79568935590051,9.927428261420946
2020-05-10,Los_Angeles,6.720065013514194,6,5,28.00027088964248,good,12.68544375379534,15.675336082990272,17.516364917403926,10.923601305522556
2020-05-11,Los_Angeles,16.785697162665944,0,5,60.05514412589258,moderate,6.720065013514194,13.722173764372613,17.954011117160114,10.807001144173702
2020-05-12,Los_Angeles,20.047559881157476,1,5,67.05484953038085,moderate,16.785697162665944,40.74360346392163,14.997433462479522,4.556599782725361
2020-05-13,Los_Angeles,15.202917590476629,2,5,56.65862143879105,moderate,20.047559881157476,19.643661890825694,14.363041419572511,4.086832957791748
2020-05-14,Los_Angeles,12.57855046834923,3,5,51.02693233551337,moderate,15.202917590476629,14.436585491602267,14.097607844822079,4.141236451745431
2020-05-15,Los_Angeles,18.623068755623077,4,5,63.99800162150875,moderate,12.57855046834923,14.663021043795737,14.6633289465117,4.487368529381976
2020-05-16,Los_Angeles,11.135568782079805,5,5,46.39820325866586,good,18.623068755623077,12.68544375379534,14.441918236266622,4.6369666977244535
2020-05-17,Los_Angeles,17.42083733319398,6,5,61.41810586522313,moderate,11.135568782079805,6.720065013514194,15.970599996220878,3.211895267715074
2020-05-18,Los_Angeles,21.765943150925466,0,5,70.74236727666408,moderate,17.42083733319398,16.785697162665944,16.682063708829382,3.900341477660365
2020-05-19,Los_Angeles,15.92959534615406,1,5,58.218015764279095,moderate,21.765943150925466,20.047559881157476,16.093783060971752,3.607702573672809
2020-05-20,Los_Angeles,15.65388166586645,2,5,57.62635550615118,moderate,15.92959534615406,15.202917590476629,16.158206500313153,3.5931399094814815
2020-05-21,Los_Angeles,14.413258984903173,3,5,54.96407507489951,moderate,15.65388166586645,12.57855046834923,16.420307716963716,3.34698749237339
2020-05-22,Los_Angeles,17.0217979544481,4,5,60.561798185510945,moderate,14.413258984903173,18.623068755623077,16.19155474536729,3.223799272671852
2020-05-23,Los_Angeles,15.26195158277876,5,5,56.7853038257055,moderate,17.0217979544481,11.135568782079805,16.781038002609996,2.423015507854686
2020-05-24,Los_Angeles,7.289352466158245,6,5,30.372301942326025,good,15.26195158277876,17.42083733319398,15.333683021604893,4.28650831019092
2020-05-25,Los_Angeles,16.243698173204777,0,5,58.892056165675484,moderate,7.289352466158245,21.765943150925466,14.544790881930508,3.3000662243008754
2020-05-26,Los_Angeles,19.40184479431373,1,5,65.66919483758312,moderate,16.243698173204777,15.92959534615406,15.040826517381891,3.770357020027611
2020-05-27,Los_Angeles,11.892149562937844,2,5,49.550623178907685,good,19.40184479431373,15.65388166586645,14.50343621696352,3.932987921718594
2020-05-28,Los_Angeles,17.477862653925573,3,5,61.54047779812355,moderate,11.892149562937844,14.413258984903173,14.941236741109577,4.088760194268858
2020-05-29,Los_Angeles,17.886880720364342,4,5,62.41819897073893,moderate,17.477862653925573,17.0217979544481,15.064819993383324,4.174304998156347
2020-05-30,Los_Angeles,11.229143231416133,5,5,46.78809679756723,good,17.886880720364342,15.26195158277876,14.488704514617234,4.413976388519361
2020-05-31,Los_Angeles,16.43630409406964,6,5,59.30537359242412,moderate,11.229143231416133,7.289352466158245,15.795411890033149,3.0797513535973207
2020-06-01,Los_Angeles,17.45935871142175,0,6,61.50076976699946,moderate,16.43630409406964,16.243698173204777,15.969077681207002,3.1428715686843973
2020-06-02,Los_Angeles,20.042113120127844,1,6,67.04316120199108,moderate,17.45935871142175,19.40184479431373,16.060544584894732,3.2663183774206406
2020-06-03,Los_Angeles,22.954685979469915,2,6,73.29331755251054,moderate,20.042113120127844,11.892149562937844,17.6409069301136,3.5750027265741537
2020-06-04,Los_Angeles,17.5632910225413,3,6,61.72380047755644,moderate,22.954685979469915,17.477862653925573,17.65311098277299,3.5744991535150117
2020-06-05,Los_Angeles,22.434912637281176,4,6,72.17792411433729,moderate,17.5632910225413,17.886880720364342,18.30282982804682,4.010783421361165
2020-06-06,Los_Angeles,10.605810073700246,5,6,44.19087530708436,good,22.434912637281176,11.229143231416133,18.21378223408741,4.196622980284513
2020-06-07,Los_Angeles,16.536100546012328,6,6,59.51952906869598,moderate,10.605810073700246,16.43630409406964,18.228038870079224,4.189742060049466
2020-06-08,Los_Angeles,18.050223751868945,0,6,62.76872049757284,moderate,16.536100546012328,17.45935871142175,18.312448161571677,4.177609079146507
2020-06-09,Los_Angeles,15.111466695756576,1,6,56.4623748835978,moderate,18.050223751868945,20.042113120127844,17.60807010094721,4.252372044295097
2020-06-10,Los_Angeles,19.95383079433319,2,6,66.85371415092959,moderate,15.111466695756576,22.954685979469915,17.179376503070536,3.744459295429159
2020-06-11,Los_Angeles,15.207224505095901,3,6,56.66786374484099,moderate,19.95383079433319,17.5632910225413,16.84279557200691,3.8095239985576534
2020-06-12,Los_Angeles,23.729062110352075,4,6,74.95506890633493,moderate,15.207224505095901,22.434912637281176,17.027674068159893,4.142955300477794
2020-06-13,Los_Angeles,15.787779388605294,5,6,57.91368967511866,moderate,23.729062110352075,10.605810073700246,17.767955398860614,3.1476276316061953
2020-06-14,Los_Angeles,20.32684255170425,6,6,67.65416856588895,moderate,15.787779388605294,16.536100546012328,18.30948997110232,3.225496795727144
2020-06-15,Los_Angeles,17.484166316667565,0,6,61.554004971389624,moderate,20.32684255170425,18.050223751868945,18.228624623216408,3.240142569038936
2020-06-16,Los_Angeles,22.033566047322658,1,6,71.31666533760227,moderate,17.484166316667565,15.111466695756576,19.217495959154423,3.1860891196225976
2020-06-17,Los_Angeles,21.131852641991266,2,6,69.38165803002417,moderate,22.033566047322658,19.95383079433319,19.385784794534146,3.2616792163928676
2020-06-18,Los_Angeles,21.87084142139104,3,6,70.96747086135417,moderate,21.131852641991266,15.207224505095901,20.337730068290593,2.7749789663022657
2020-06-19,Los_Angeles,17.172089329435455,4,6,60.88431186574132,moderate,21.87084142139104,23.729062110352075,19.40101967101679,2.5357843385554997
2020-06-20,Los_Angeles,18.568324637330456,5,6,63.88052497281214,moderate,17.172089329435455,15.787779388605294,19.79824042083467,2.045914574709962
2020-06-21,Los_Angeles,12.110118225328247,6,6,50.02171292988894,moderate,18.568324637330456,20.32684255170425,18.624422659923813,3.5189360231830884
2020-06-22,Los_Angeles,18.925474251909222,0,6,64.64694045474081,moderate,12.110118225328247,17.484166316667565,18.830323793529764,3.483081609879702
2020-06-23,Los_Angeles,20.107665552884125,1,6,67.18383165854962,moderate,18.925474251909222,22.033566047322658,18.555195151467114,3.256586035825878
2020-06-24,Los_Angeles,18.015314402233447,2,6,62.69380773011469,moderate,20.107665552884125,21.131852641991266,18.109975402930285,3.052236302585505
2020-06-25,Los_Angeles,19.694522662577004,3,6,66.29725893256868,moderate,18.015314402233447,21.87084142139104,17.79907272309971,2.6952715433973475
2020-06-26,Los_Angeles,14.46275851442006,4,6,55.07029724124476,moderate,19.694522662577004,17.172089329435455,17.412025463811794,2.9798259852027145
2020-06-27,Los_Angeles,13.764954611789946,5,6,53.57286397379817,moderate,14.46275851442006,18.568324637330456,16.725829745877437,3.213103989663345
2020-06-28,Los_Angeles,17.298885580833144,6,6,61.156406825822195,moderate,13.764954611789946,12.110118225328247,17.46708222523528,2.487355924548211
2020-06-29,Los_Angeles,18.265041095185687,0,6,63.22970192099933,moderate,17.298885580833144,18.925474251909222,17.37273463141763,2.4347880724942854
2020-06-30,Los_Angeles,16.908833511629012,1,6,60.31938521808801,moderate,18.265041095185687,20.107665552884125,16.91575862552404,2.1151329887965615
2020-07-01,Los_Angeles,25.674390372736166,2,7,79.12959307454113,moderate,16.908833511629012,18.015314402233447,18.00991233559586,3.9574218490936492
2020-07-02,Los_Angeles,30.0400071411124,3,7,88.49786940152876,moderate,25.674390372736166,19.694522662577004,19.487838689672344,6.063037344839783
2020-07-03,Los_Angeles,24.244726300977657,4,7,76.06164442269883,moderate,30.0400071411124,14.46275851442006,20.885262659180572,5.834802535854933
2020-07-04,Los_Angeles,21.033623101064222,5,7,69.17086502374296,moderate,24.244726300977657,13.764954611789946,21.923643871934043,4.933644682593519
2020-07-05,Los_Angeles,19.183864015379292,6,7,65.20142492570663,moderate,21.033623101064222,17.298885580833144,22.192926505440635,4.684291329874399
2020-07-06,Los_Angeles,28.562761544072856,0,7,85.32781447225935,moderate,19.183864015379292,18.265041095185687,23.664029426710233,4.858892527578288
2020-07-07,Los_Angeles,27.841968491783344,1,7,83.7810482656295,moderate,28.562761544072856,16.908833511629012,25.225905852446566,4.008310466243328
2020-07-08,Los_Angeles,33.0192463631169,2,7,94.89108661613068,moderate,27.841968491783344,25.674390372736166,26.275170993929528,4.98711060891261
2020-07-09,Los_Angeles,97.73365820380732,3,7,172.2516639640713,unhealthy,33.0192463631169,30.0400071411124,35.94569257431451,27.648797812941364
2020-07-10,Los_Angeles,16.266261405014923,4,7,58.940475118057776,moderate,97.73365820380732,24.244726300977657,34.805911874891265,28.36667593651471
2020-07-11,Los_Angeles,21.446400816728303,5,7,70.05665411315087,moderate,16.266261405014923,21.033623101064222,34.86488011998613,28.333684543870643
2020-07-12,Los_Angeles,20.670405219865813,6,7,68.39142751044166,moderate,21.446400816728303,19.183864015379292,35.077243149198495,28.20182985851987
2020-07-13,Los_Angeles,26.897846137944832,0,7,81.7550346307829,moderate,20.670405219865813,28.562761544072856,34.83939809118021,28.272858943977337
2020-07-14,Los_Angeles,26.985696416747885,1,7,81.94355454237743,moderate,26.897846137944832,27.841968491783344,34.71707350903228,28.310007603510453
2020-07-15,Los_Angeles,27.084625173882973,2,7,82.1558480126244,moderate,26.985696416747885,33.0192463631169,33.86927048199886,28.457803393292394
2020-07-16,Los_Angeles,25.75272305479339,3,7,79.2976889587841,moderate,27.084625173882973,97.73365820380732,23.586279746425447,4.205521719697327
2020-07-17,Los_Angeles,30.57868569423708,4,7,89.65383196188213,moderate,25.75272305479339,16.266261405014923,25.630911787742896,3.468090462555434
2020-07-18,Los_Angeles,17.69419419419502,5,7,62.00470857123395,moderate,30.57868569423708,21.446400816728303,25.09488227023814,4.390063957896738
2020-07-19,Los_Angeles,23.61480128392371,6,7,74.70987399983629,moderate,17.69419419419502,20.670405219865813,25.51551027938927,4.021030473828506
2020-07-20,Los_Angeles,26.160930169291944,0,7,80.17366989118443,moderate,23.61480128392371,26.897846137944832,25.410236569581713,3.988321555060095
